,Agent ID,survey_id,Survey Conducted By,Household Name,Community Name,Region,District,Household GPS Coordinates,Latitude,Longitude,Altitude,Accuracy,Does the community have structured leadership for development initiatives?,"Are there active farmer groups, cooperatives, or community organizations?",How does the community approach external support?,How advanced are the community's farming practices?,"Does the community have access to farming resources (seeds, tools, irrigation, etc.)?",What is the state of post-harvest handling and storage?,How do farmers sell their produce?,Are there agribusinesses and local economic activities supporting farmers?,How financially independent are the farmers in the community?,How involved are youth and women in agriculture and leadership?,How does the community handle challenges and problem-solving?,Total Score (Auto-Calculated in Kobo Collect) out of 55 :,Community Maturity Level:,Score Range,Community Stage,Readiness Description,Region/District:,Date of Assessment:,Number of People Participating in This Survey:,1. Do community members see farming as a business rather than just subsistence?,2. How willing is the community to try new agricultural practices?,3. How does the community view external support from organizations like Roots Africa?,4. What happens when past agricultural projects have ended?,5. Is there an active community leadership structure that can help drive transformation?,6. Are farmers already working together in cooperatives or groups?,7. Do community leaders believe in empowering women and youth in agriculture?,8. How have community members responded to past development programs?,"9. How willing is the community to contribute resources (time, land, labor) to transformation efforts?",10. Is there a history of community self-initiative (projects started without external funding)?,11. What are the biggest challenges preventing agricultural progress in this community?,12. What existing strengths or resources can the community use to support transformation?,13. Have other organizations worked in this community in the past 5 years?,14. What types of organizations have engaged with the community?,15. What is the community’s relationship with past organizations?,Mindset & Readiness for Change (0-20),Community Leadership & Ownership (0-20),Community Participation & Engagement (0-20),Existing Challenges & Opportunities (0-20),External Partnerships & Past Engagements (0-20),Total Readiness Score (100 max),**Engagement Criteria:**,Date,Time,Altitude (m),Accuracy (m),Storage/Processing Facilities,Transportation Infrastructure,Water Sources,Community Skills,Community Leadership,Cooperative Name,Cooperative Purpose,Cooperative Members,Financial Services,Agribusiness Name,Agribusiness Type,Agribusiness Support,External Organizations,Specific Organizations and Activities,Impact Delivered,Unaddressed Gaps,Top Strengths,Strength Choice 1,Strength Choice 2,Strength Choice 3,Top Barriers,Barrier Choice 1,Barrier Choice 2,Barrier Choice 3,Partnership Needs,Community Group Interest,Survey Respondent,Respondent Other (if specified),Total Household Members,Male Adults (18+),Female Adults (18+),Children (<18),Household Head Education Level,Financial Decision Maker,Financial Decision Maker Other (if specified),Main Income Sources,Main Income Source Other (if specified),Estimated Monthly Income,Have Savings?,Taken Loans in Past 12 Months?,Meals Per Day,Food-Related Difficulties (Past 30 Days),Primary Food Source,Primary Food Source Other (if specified),Regularly Consumed Foods,Land Ownership,Farmed Land Size,Crops Cultivated,Crops Other (if specified),Livestock Raised,Livestock Other (if specified),Farming Techniques Used,Biggest Farming Challenge,Agricultural Produce Sales Channel,Sales Channel Other (if specified),Market Access Challenges,Satisfaction with Living Standard,Top 3 Household Priorities,Household Priorities Other (if specified),Training Interests,Surveyor Comments,Household Support Recommendations
58,,,,,,,,,-0.769111,37.323031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02,11:00,1185.0,14.0,"Solar dryers, Community granaries, None","Access to major highways, Transport cooperatives or trucking services",Rainwater harvesting,Experienced farmers,"Somewhat, but they need support",Coop 19,Support local farming 19,149.0,Local banks,Agribusiness 19,Fertilizer distributor,Provides essential support for farmers 19,"Faith-based organizations, Local NGOs, International NGOs",Org19 activities,"No, there was little to no impact.",Other,"Fertile land, Abundant water resources, Good infrastructure",Natural resources,Good infrastructure,Active cooperatives,"Weak leadership, Limited market access, Poor infrastructure",Lack of skilled labor,Weak leadership,Climate change impacts,"Business development support, Improved farming technology",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,0.061746,35.712943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,11:09,729.0,29.0,"Community granaries, None",Transport cooperatives or trucking services,"Rainwater harvesting, Wells","Business owners, Other, Experienced farmers","Somewhat, but they need support",Coop 20,Support local farming 20,186.0,"Microfinance institutions, Local banks",Agribusiness 20,Seed supplier,Provides essential support for farmers 20,Local NGOs,Org20 activities,"Yes, their work improved the community significantly.","No follow-up after training programs, Lack of financial services, Infrastructure challenges","Fertile land, Abundant water resources, Strong leadership",Good infrastructure,Access to markets,Natural resources,"Weak leadership, Financial constraints, Lack of skilled labor",Limited market access,Lack of skilled labor,Financial constraints,"Better market linkages, More youth engagement in agriculture","Not sure, but we'd like more information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,A003,,Agent Alex,Achieng,Fort Portal,Northern Region,Soroti,,-0.052446,30.316064,1622.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male head of household,,5.0,2.0,2.0,3.0,No formal education,Male head of household,,"Farming, Livestock",,$50,"No, I have no savings",Yes,3 meals,"No food-related difficulties, Skipped meals due to lack of food",Own farm production,,"Meat/fish, Vegetables, Dairy",No land access,More than 5 acres,"Rice, Cassava, Beans",,"Goats/sheep, Poultry",,"Irrigation, Organic composting",Lack of quality seeds,Local markets,,"Low prices, High transport cost",Very dissatisfied,"Improved healthcare, Clean water/sanitation, Housing improvement",,"Climate-smart agriculture, Post-harvest processing",All responses recorded successfully.,Requesting better seeds and irrigation support.
61,A001,,Agent Mary,Kwesiga,Gulu,Northern Region,Mbarara,,0.745782,30.770791,1107.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female head of household,,9.0,2.0,1.0,0.0,Secondary school,Female head of household,,"Trading, Farming",,More than $200,"Yes, in a bank",No,2 meals,"Relied on less preferred or less nutritious foods, Skipped meals due to lack of food",Local market purchases,,"Legumes, Grains, Dairy",Own land,Less than 1 acre,"Beans, Rice, Cassava",,"Poultry, Pigs",,"Post-harvest storage, Organic composting",Climate change,Local markets,,"High transport cost, Lack of buyers",Somewhat satisfied,"Better food security, Clean water/sanitation, Access to education",,"Climate-smart agriculture, Post-harvest processing",All responses recorded successfully.,Requesting better seeds and irrigation support.
62,A003,,Agent Mary,Okello,Gulu,Central Region,Wakiso,,0.384066,33.154806,1410.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female head of household,,8.0,1.0,2.0,3.0,University degree,Female head of household,,"Fishing, Salaried Employment",,$200,"Yes, in a bank",No,1 meal,"No food-related difficulties, Gone a full day without eating",Own farm production,,"Legumes, Vegetables, Meat/fish",Own land,1 - 3 acres,"Cassava, Beans, Rice",,"Goats/sheep, Cattle",,"Organic composting, Irrigation",Lack of quality seeds,Local markets,,"High transport cost, Poor road infrastructure",Very dissatisfied,"Clean water/sanitation, Access to education, Improved healthcare",,"Post-harvest processing, Climate-smart agriculture",All responses recorded successfully.,Requesting better seeds and irrigation support.
63,A003,,Agent Mary,Namakula,Gulu,Central Region,Wakiso,,-0.143396,33.820161,1748.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male head of household,,3.0,2.0,1.0,2.0,No formal education,Female head of household,,"Casual Labor, Salaried Employment",,$50,"No, I have no savings",No,3 meals,"Reduced portion sizes, No food-related difficulties",Own farm production,,"Fruits, Vegetables, Grains",No land access,More than 5 acres,"Fruits/vegetables, Rice, Beans",,"Pigs, Cattle",,"Irrigation, Crop rotation",Lack of quality seeds,Local markets,,"Low prices, Lack of buyers",Very satisfied,"Better food security, Improved healthcare, Better farming inputs",,"Climate-smart agriculture, Business skills for farming",All responses recorded successfully.,Requesting better seeds and irrigation support.
64,A002,,Agent John,Kwesiga,Fort Portal,Central Region,Wakiso,,0.689639,32.271794,1314.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female head of household,,9.0,2.0,1.0,3.0,Vocational training,Female head of household,,"Farming, Casual Labor",,More than $200,"Yes, in a bank",No,2 meals,"Skipped meals due to lack of food, Relied on less preferred or less nutritious foods",Local market purchases,,"Vegetables, Fruits, Grains",Rent land,More than 5 acres,"Fruits/vegetables, Rice, Beans",,"Cattle, Poultry",,"Crop rotation, Post-harvest storage",Lack of quality seeds,Cooperatives,,"Low prices, Lack of buyers",Very dissatisfied,"Access to loans, Access to education, Clean water/sanitation",,"Post-harvest processing, Business skills for farming",All responses recorded successfully.,Requesting better seeds and irrigation support.
65,A001,,Agent Alex,Namakula,Gulu,Northern Region,Mbarara,,0.129019,34.823316,1861.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male head of household,,8.0,1.0,2.0,2.0,University degree,Joint decision-making,,"Salaried Employment, Trading",,More than $200,"Yes, in a bank",Yes,1 meal,"No food-related difficulties, Skipped meals due to lack of food",Local market purchases,,"Dairy, Legumes, Vegetables",Rent land,More than 5 acres,"Beans, Cassava, Fruits/vegetables",,"Goats/sheep, Pigs",,"Post-harvest storage, Organic composting",Limited market access,Cooperatives,,"Poor road infrastructure, Lack of buyers",Very satisfied,"Increased income, Better farming inputs, Better food security",,"Climate-smart agriculture, Post-harvest processing",All responses recorded successfully.,Requesting better seeds and irrigation support.
66,A001,,Agent Alex,Namakula,Fort Portal,Western Region,Wakiso,,-0.791498,32.145829,1851.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female head of household,,4.0,2.0,1.0,5.0,No formal education,Female head of household,,"Trading, Farming",,$100,"No, I have no savings",Yes,1 meal,"Gone a full day without eating, No food-related difficulties",Food assistance programs,,"Legumes, Meat/fish, Fruits",No land access,1 - 3 acres,"Cassava, Maize, Beans",,"Poultry, Goats/sheep",,"Organic composting, Irrigation",Poor soil fertility,Local markets,,"High transport cost, Lack of buyers",Somewhat satisfied,"Better farming inputs, Access to loans, Increased income",,"Post-harvest processing, Business skills for farming",All responses recorded successfully.,Requesting better seeds and irrigation support.
67,A002,,Agent Mary,Achieng,Lira,Northern Region,Kampala,,0.74853,32.667128,1738.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male head of household,,5.0,1.0,2.0,5.0,Secondary school,Female head of household,,"Livestock, Trading",,More than $200,"Yes, in a bank",No,3 meals,"No food-related difficulties, Reduced portion sizes",Food assistance programs,,"Legumes, Vegetables, Meat/fish",Use communal land,3 - 5 acres,"Rice, Cassava, Maize",,"Cattle, Pigs",,"Organic composting, Irrigation",Pests and diseases,Middlemen,,"Low prices, Poor road infrastructure",Dissatisfied,"Clean water/sanitation, Better farming inputs, Improved healthcare",,"Business skills for farming, Financial literacy",All responses recorded successfully.,Requesting better seeds and irrigation support.
68,A001,,Agent John,Kwesiga,Fort Portal,Central Region,Mbarara,,0.242843,33.693499,1633.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female head of household,,8.0,1.0,3.0,4.0,University degree,Female head of household,,"Farming, Salaried Employment",,Less than $20,"No, I have no savings",No,1 meal,"Gone a full day without eating, No food-related difficulties",Food assistance programs,,"Grains, Meat/fish, Vegetables",Rent land,3 - 5 acres,"Cassava, Rice, Beans",,"Cattle, Pigs",,"Organic composting, Post-harvest storage",Poor soil fertility,Middlemen,,"Poor road infrastructure, High transport cost",Somewhat satisfied,"Better farming inputs, Increased income, Access to education",,"Climate-smart agriculture, Business skills for farming",All responses recorded successfully.,Requesting better seeds and irrigation support.
69,A003,,Agent Mary,Achieng,Lira,Northern Region,Kampala,,-0.238845,34.889117,1805.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male head of household,,6.0,1.0,2.0,2.0,No formal education,Male head of household,,"Casual Labor, Fishing",,More than $200,"Yes, in a bank",No,2 meals,"Skipped meals due to lack of food, Gone a full day without eating",Food assistance programs,,"Grains, Dairy, Meat/fish",Use communal land,More than 5 acres,"Maize, Rice, Cassava",,"Pigs, Poultry",,"Crop rotation, Irrigation",Pests and diseases,Middlemen,,"Low prices, Poor road infrastructure",Very dissatisfied,"Increased income, Housing improvement, Access to loans",,"Business skills for farming, Financial literacy",All responses recorded successfully.,Requesting better seeds and irrigation support.
70,A002,,Agent Mary,Kwesiga,Fort Portal,Central Region,Soroti,,-0.241548,32.60865,1379.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male head of household,,10.0,2.0,1.0,4.0,University degree,Male head of household,,"Trading, Livestock",,Less than $20,"No, I have no savings",No,1 meal,"No food-related difficulties, Skipped meals due to lack of food",Own farm production,,"Dairy, Fruits, Vegetables",Use communal land,1 - 3 acres,"Fruits/vegetables, Rice, Maize",,"Poultry, Cattle",,"Crop rotation, Irrigation",Limited market access,Cooperatives,,"High transport cost, Low prices",Somewhat satisfied,"Improved healthcare, Access to education, Better food security",,"Business skills for farming, Climate-smart agriculture",All responses recorded successfully.,Requesting better seeds and irrigation support.
71,A002,,Agent John,Okello,Gulu,Northern Region,Wakiso,,0.875137,31.904947,1404.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male head of household,,5.0,3.0,1.0,4.0,Vocational training,Joint decision-making,,"Trading, Salaried Employment",,Less than $20,"Yes, in a bank",No,1 meal,"No food-related difficulties, Relied on less preferred or less nutritious foods",Food assistance programs,,"Legumes, Fruits, Meat/fish",Own land,1 - 3 acres,"Maize, Fruits/vegetables, Beans",,"Goats/sheep, Pigs",,"Irrigation, Organic composting",Climate change,Local markets,,"Poor road infrastructure, Low prices",Neutral,"Access to education, Livestock improvement, Improved healthcare",,"Climate-smart agriculture, Post-harvest processing",All responses recorded successfully.,Requesting better seeds and irrigation support.
72,A001,,Agent Mary,Achieng,Lira,Northern Region,Mbarara,,-0.946052,31.229353,1725.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female head of household,,7.0,1.0,2.0,1.0,University degree,Joint decision-making,,"Farming, Fishing",,$200,"Yes, in a bank",No,1 meal,"Relied on less preferred or less nutritious foods, Skipped meals due to lack of food",Own farm production,,"Legumes, Meat/fish, Dairy",Rent land,3 - 5 acres,"Fruits/vegetables, Rice, Cassava",,"Cattle, Goats/sheep",,"Irrigation, Post-harvest storage",Poor soil fertility,Cooperatives,,"Low prices, Lack of buyers",Dissatisfied,"Better farming inputs, Clean water/sanitation, Housing improvement",,"Post-harvest processing, Climate-smart agriculture",All responses recorded successfully.,Requesting better seeds and irrigation support.
73,A001,,Agent Alex,Kwesiga,Mbale,Central Region,Kampala,,-0.714757,30.264769,1671.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male head of household,,9.0,1.0,2.0,4.0,No formal education,Female head of household,,"Livestock, Casual Labor",,$200,"No, I have no savings",No,1 meal,"Relied on less preferred or less nutritious foods, Gone a full day without eating",Food assistance programs,,"Dairy, Vegetables, Legumes",Use communal land,1 - 3 acres,"Beans, Fruits/vegetables, Rice",,"Goats/sheep, Pigs",,"Crop rotation, Post-harvest storage",Lack of quality seeds,Direct to consumers,,"Low prices, Lack of buyers",Neutral,"Housing improvement, Livestock improvement, Clean water/sanitation",,"Climate-smart agriculture, Financial literacy",All responses recorded successfully.,Requesting better seeds and irrigation support.
74,A002,,Agent Mary,Kwesiga,Fort Portal,Eastern Region,Mbarara,,-0.497631,32.486661,1802.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female head of household,,8.0,3.0,1.0,1.0,Vocational training,Female head of household,,"Salaried Employment, Casual Labor",,$100,"No, I have no savings",No,3 meals,"Reduced portion sizes, No food-related difficulties",Local market purchases,,"Meat/fish, Grains, Legumes",Own land,Less than 1 acre,"Fruits/vegetables, Rice, Beans",,"Poultry, Cattle",,"Post-harvest storage, Organic composting",Lack of quality seeds,Cooperatives,,"High transport cost, Poor road infrastructure",Somewhat satisfied,"Better farming inputs, Improved healthcare, Increased income",,"Financial literacy, Post-harvest processing",All responses recorded successfully.,Requesting better seeds and irrigation support.
75,A001,,Agent Alex,Achieng,Mbale,Eastern Region,Kampala,,-0.063118,31.850546,1151.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male head of household,,8.0,1.0,1.0,0.0,Primary school,Joint decision-making,,"Salaried Employment, Casual Labor",,More than $200,"Yes, in a bank",Yes,3 meals,"No food-related difficulties, Skipped meals due to lack of food",Own farm production,,"Meat/fish, Dairy, Fruits",No land access,3 - 5 acres,"Maize, Rice, Beans",,"Cattle, Goats/sheep",,"Post-harvest storage, Crop rotation",Poor soil fertility,Direct to consumers,,"Poor road infrastructure, Low prices",Very satisfied,"Access to education, Access to loans, Livestock improvement",,"Business skills for farming, Financial literacy",All responses recorded successfully.,Requesting better seeds and irrigation support.
76,A003,,Agent Mary,Okello,Fort Portal,Northern Region,Soroti,,-0.085781,30.621069,1654.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male head of household,,6.0,3.0,1.0,4.0,Vocational training,Male head of household,,"Salaried Employment, Farming",,$50,"Yes, in a bank",No,1 meal,"Relied on less preferred or less nutritious foods, Reduced portion sizes",Local market purchases,,"Grains, Fruits, Meat/fish",Use communal land,3 - 5 acres,"Fruits/vegetables, Rice, Maize",,"Poultry, Goats/sheep",,"Organic composting, Crop rotation",Lack of quality seeds,Cooperatives,,"Lack of buyers, Poor road infrastructure",Dissatisfied,"Access to loans, Livestock improvement, Clean water/sanitation",,"Financial literacy, Climate-smart agriculture",All responses recorded successfully.,Requesting better seeds and irrigation support.
77,A003,,Agent John,Kwesiga,Mbale,Eastern Region,Mbarara,,0.189938,33.130765,1417.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female head of household,,10.0,2.0,3.0,2.0,Primary school,Male head of household,,"Fishing, Livestock",,Less than $20,"Yes, in a local savings group",No,1 meal,"Relied on less preferred or less nutritious foods, Gone a full day without eating",Food assistance programs,,"Legumes, Grains, Vegetables",Use communal land,1 - 3 acres,"Cassava, Maize, Rice",,"Cattle, Goats/sheep",,"Crop rotation, Irrigation",Limited market access,Local markets,,"Poor road infrastructure, Low prices",Very dissatisfied,"Increased income, Access to education, Access to loans",,"Climate-smart agriculture, Financial literacy",All responses recorded successfully.,Requesting better seeds and irrigation support.
78,A002,,Agent Alex,Achieng,Fort Portal,Western Region,Wakiso,,-0.461697,34.449897,1315.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male head of household,,5.0,3.0,3.0,2.0,Primary school,Male head of household,,"Fishing, Casual Labor",,$100,"Yes, in a bank",Yes,3 meals,"Reduced portion sizes, No food-related difficulties",Local market purchases,,"Vegetables, Fruits, Legumes",Rent land,Less than 1 acre,"Maize, Cassava, Rice",,"Cattle, Goats/sheep",,"Post-harvest storage, Crop rotation",Climate change,Direct to consumers,,"Low prices, Lack of buyers",Somewhat satisfied,"Access to loans, Access to education, Better food security",,"Business skills for farming, Post-harvest processing",All responses recorded successfully.,Requesting better seeds and irrigation support.
79,A002,,Agent Mary,Okello,Mbale,Northern Region,Mbarara,,0.642586,34.216875,1363.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female head of household,,5.0,3.0,2.0,1.0,Primary school,Joint decision-making,,"Farming, Salaried Employment",,$100,"Yes, in a bank",No,2 meals,"Skipped meals due to lack of food, Relied on less preferred or less nutritious foods",Food assistance programs,,"Meat/fish, Dairy, Vegetables",Rent land,1 - 3 acres,"Beans, Cassava, Fruits/vegetables",,"Goats/sheep, Cattle",,"Organic composting, Post-harvest storage",Climate change,Direct to consumers,,"High transport cost, Poor road infrastructure",Very satisfied,"Clean water/sanitation, Access to loans, Livestock improvement",,"Climate-smart agriculture, Post-harvest processing",All responses recorded successfully.,Requesting better seeds and irrigation support.
